Flags,Utterance,Category,Intent
BE,I Do Not Know What To Do To Check The Cancellation Fee,Cancellation_Fee,Check_Cancellation_Fee
BE,I Do Not Know How I Can Find The Invoice From January,Invoice,Check_Invoice
BM,Assistance Taking A Quick Look At The Invoices From May,Invoice,Check_Invoice
BM,I Need To Check The Invoices,Invoice,Check_Invoice
BM,I Have Got To Find The Invoices,Invoice,Check_Invoice
BIP,Where Could I Check The Invoice From Last Month?,Invoice,Check_Invoice
BM,I Can'T Find The Invoices From Five Purchases Ago,Invoice,Check_Invoice
B,Help Taking A Quick Look At The Invoice From Last Month,Invoice,Check_Invoice
BM,I Don'T Know How To Check The Invoices From Six Months Ago,Invoice,Check_Invoice
BIM,Where Can I Take A Quick Look At The Invoices?,Invoice,Check_Invoice
BM,I Don'T Know How I Can Check The Invoices,Invoice,Check_Invoice
BK,Checking Invoice From Last Purchase,Invoice,Check_Invoice
B,I Don'T Know What I Have To Do To Find The Invoice,Invoice,Check_Invoice
B,I Don'T Know How To Find The Invoice,Invoice,Check_Invoice
BM,Assistance Checking My Invoices,Invoice,Check_Invoice
BIM,What Do I Need To Do To Find The Invoices?,Invoice,Check_Invoice
BM,I Need Assistance Checking The Invoice From Four Months Ago,Invoice,Check_Invoice
BIM,How Do I Check The Invoices From Three Months Ago?,Invoice,Check_Invoice
BM,Help Me Finding The Invoices From My Last Purchase,Invoice,Check_Invoice
BK,Checking Invoice,Invoice,Check_Invoice
BI,Is It Possible To Find The Invoice From November?,Invoice,Check_Invoice
BM,I Don'T Know How I Can Check The Invoices From 2 Months Ago,Invoice,Check_Invoice
BIM,What Do I Need To Do To Find The Invoices From Last Month?,Invoice,Check_Invoice
BM,Help Me Checking The Invoices From 3 Purchases Ago,Invoice,Check_Invoice
BMP,I Would Like To Find The Invoices From Last Month,Invoice,Check_Invoice
BIM,How To Find My Invoices?,Invoice,Check_Invoice
BI,Where Can I Take A Quick Look At The Invoice?,Invoice,Check_Invoice
BM,I Have To Find My Invoices,Invoice,Check_Invoice
BEM,I Do Not Know How To Find The Invoices From July,Invoice,Check_Invoice
BI,Can You Help Me Taking A Quick Look At My Invoice?,Invoice,Check_Invoice
BIM,How Do I Check The Invoice From Two Purchases Ago?,Invoice,Check_Invoice
BIM,Where Do I Check The Invoices From My Last Purchase?,Invoice,Check_Invoice
BM,Assistance To Find The Invoice From 4 Purchases Ago,Invoice,Check_Invoice
BIMP,How Could I Find The Invoices From Last Month?,Invoice,Check_Invoice
BIP,How Could I Find The Invoice From Last Month?,Invoice,Check_Invoice
BI,Where Can I Find The Invoice From Last Month?,Invoice,Check_Invoice
BM,Find The Invoices From Last Month,Invoice,Check_Invoice
BI,How To Take A Quick Look At My Invoice?,Invoice,Check_Invoice
BM,I Need To Find The Invoices From 10 Purchases Ago,Invoice,Check_Invoice
BKM,Check Invoices From Nine Purchases Ago,Invoice,Check_Invoice
BM,I Want Help To Check The Invoice From 2 Months Ago,Invoice,Check_Invoice
BIM,How Can I Check The Invoice From Ten Purchases Ago?,Invoice,Check_Invoice
BMP,I Would Like To Check The Invoices From 10 Purchases Ago,Invoice,Check_Invoice
BM,I Want Assistance To Find The Invoices From June,Invoice,Check_Invoice
BI,Where Can I Check The Invoice From October?,Invoice,Check_Invoice
B,Help Checking The Invoice From Last Month,Invoice,Check_Invoice
BM,I Need To Take A Quick Look At My Invoices,Invoice,Check_Invoice
BIM,Can You Help Me Finding The Invoices From My Last Purchase?,Invoice,Check_Invoice
BE,I Do Not Know What I Have To Do To Check My Invoice,Invoice,Check_Invoice
BEM,I Do Not Know What I Need To Do To Check My Invoices,Invoice,Check_Invoice
BIMP,Will You Show Me The Invoices From Nine Purchases Ago?,Invoice,Check_Invoice
BM,Help Me Taking A Quick Look At The Invoices From Last Month,Invoice,Check_Invoice
BIM,Can You Help Me Finding The Invoices From July?,Invoice,Check_Invoice
B,Show Me My Invoice,Invoice,Check_Invoice
BIM,How To Check The Invoice From Three Months Ago?,Invoice,Check_Invoice
BM,I Don'T Know What To Do To Take A Quick Look At My Invoices,Invoice,Check_Invoice
B,I Don'T Know How I Can Check The Invoice,Invoice,Check_Invoice
B,I Want Assistance Taking A Quick Look At My Invoice,Invoice,Check_Invoice
BKM,Checking Invoices,Invoice,Check_Invoice
BKM,Checking Invoice From 11 Months Ago,Invoice,Check_Invoice
BKM,Checking Invoices From May,Invoice,Check_Invoice
BM,I Need Help To Check The Invoices From May,Invoice,Check_Invoice
BEM,I Cannot Find The Invoices From Three Months Ago,Invoice,Check_Invoice
B,I Need Assistance To Find The Invoice From March,Invoice,Check_Invoice
BM,I Need Assistance Checking My Invoices,Invoice,Check_Invoice
B,I Don'T Know How I Can Take A Quick Look At My Invoice,Invoice,Check_Invoice
BIP,How Could I Check My Invoice?,Invoice,Check_Invoice
BM,I Need Assistance Taking A Quick Look At The Invoices,Invoice,Check_Invoice
BIM,Can I Take A Quick Look At My Invoices?,Invoice,Check_Invoice
BIM,Can You Show Me My Invoices?,Invoice,Check_Invoice
BIP,Could You Help Me Take A Quick Look At My Invoice?,Invoice,Check_Invoice
BE,I Do Not Know How I Can Find My Invoice,Invoice,Check_Invoice
BM,I Need Help Checking The Invoices From Last Month,Invoice,Check_Invoice
BIP,Where Could I Check My Invoice?,Invoice,Check_Invoice
BM,I Have To Take A Quick Look At My Invoices,Invoice,Check_Invoice
BM,I Need Help To Take A Quick Look At The Invoices,Invoice,Check_Invoice
BM,I Have To Check The Invoices From My Last Purchase,Invoice,Check_Invoice
BIP,Could You Help Me To Check The Invoice From February?,Invoice,Check_Invoice
BE,I Do Not Know What I Need To Do To Find The Invoice,Invoice,Check_Invoice
BI,Can You Help Me Finding The Invoice?,Invoice,Check_Invoice
BK,Check Invoice,Invoice,Check_Invoice
BIM,How To Take A Quick Look At The Invoices From 9 Months Ago?,Invoice,Check_Invoice
BI,How Do I Check The Invoice?,Invoice,Check_Invoice
BIM,Where Do I Check The Invoices From 6 Months Ago?,Invoice,Check_Invoice
BM,I Don'T Know How I Can Find The Invoice From 9 Months Ago,Invoice,Check_Invoice
BI,Can You Help Me Check My Invoice?,Invoice,Check_Invoice
BM,Check My Invoices,Invoice,Check_Invoice
BM,Show Me The Invoices,Invoice,Check_Invoice
BM,I Have To Find The Invoices From My Last Purchase,Invoice,Check_Invoice
BI,How Can I Find My Invoice?,Invoice,Check_Invoice
B,I Don'T Know What To Do To Take A Quick Look At My Invoice,Invoice,Check_Invoice
BI,Where To Check The Invoice From My Last Purchase?,Invoice,Check_Invoice
BM,I Don'T Know What I Have To Do To Find My Invoices,Invoice,Check_Invoice
BI,What Do I Have To Do To Check The Invoice From July?,Invoice,Check_Invoice
BMP,I Would Like To Find The Invoices,Invoice,Check_Invoice
BM,Help Me Find The Invoices From April,Invoice,Check_Invoice
BIM,Where Can I Check The Invoices From April?,Invoice,Check_Invoice
BIM,Where To Check My Invoices?,Invoice,Check_Invoice
BIM,Can You Help Me Finding My Invoices?,Invoice,Check_Invoice
BIM,How To Find The Invoices From October?,Invoice,Check_Invoice
BM,I Want Assistance Checking The Invoices From Last Month,Invoice,Check_Invoice
BK,Checking Invoice From January,Invoice,Check_Invoice
BM,I Need Help Finding The Invoices From My Last Purchase,Invoice,Check_Invoice
B,I Want Assistance To Find My Invoice,Invoice,Check_Invoice
BIM,How To Take A Quick Look At The Invoices From Last Month?,Invoice,Check_Invoice
BIM,Can You Help Me Checking The Invoices From My Last Purchase?,Invoice,Check_Invoice
B,Assistance Finding My Invoice,Invoice,Check_Invoice
BIMP,Could You Help Me To Check The Invoice From 11 Months Ago?,Invoice,Check_Invoice
BKM,Check Invoices From Last Month,Invoice,Check_Invoice
BM,I Want To Find The Invoices From 2 Months Ago,Invoice,Check_Invoice
BIM,Where To Find The Invoice From 6 Months Ago?,Invoice,Check_Invoice
BM,Help Me Find The Invoices From Four Months Ago,Invoice,Check_Invoice
BK,Check Invoice From Last Month,Invoice,Check_Invoice
BM,I Want Help To Find The Invoices From Eight Purchases Ago,Invoice,Check_Invoice
BM,I Want To Check The Invoice From 9 Months Ago,Invoice,Check_Invoice
BM,I Have Got To Find The Invoices From Last Month,Invoice,Check_Invoice
B,I Want Help Taking A Quick Look At My Invoice,Invoice,Check_Invoice
BM,Show Me The Invoices From 8 Months Ago,Invoice,Check_Invoice
BIM,Can You Help Me To Check The Invoices From Last Month?,Invoice,Check_Invoice
BIMP,Will You Show Me The Invoice From 6 Months Ago?,Invoice,Check_Invoice
BE,I Cannot Find My Invoice,Invoice,Check_Invoice
BM,I Try To Find The Invoices From Two Purchases Ago,Invoice,Check_Invoice
BP,I Would Like To Find The Invoice,Invoice,Check_Invoice
BIM,Can You Help Me Take A Quick Look At The Invoices From May?,Invoice,Check_Invoice
B,Help Me Find The Invoice,Invoice,Check_Invoice
BM,I Need Assistance Finding The Invoice From 4 Purchases Ago,Invoice,Check_Invoice
BI,How To Check The Invoice From Last Month?,Invoice,Check_Invoice
BI,Can You Help Me Finding My Invoice?,Invoice,Check_Invoice
BKM,Check Invoices From November,Invoice,Check_Invoice
B,I Don'T Know How To Check The Invoice From Last Month,Invoice,Check_Invoice
BIM,Can I Take A Quick Look At The Invoices From Six Months Ago?,Invoice,Check_Invoice
BK,Checking Invoice From Last Month,Invoice,Check_Invoice
BIM,Where To Find The Invoices From February?,Invoice,Check_Invoice
BM,I Don'T Know How To Take A Quick Look At My Invoices,Invoice,Check_Invoice
BM,I Want Assistance Finding The Invoices From My Last Purchase,Invoice,Check_Invoice
BI,How Do I Find The Invoice From April?,Invoice,Check_Invoice
BI,Where Do I Check The Invoice From Last Month?,Invoice,Check_Invoice
BEM,I Cannot Find The Invoices From September,Invoice,Check_Invoice
B,I Need Assistance To Find The Invoice,Invoice,Check_Invoice
BMP,I Would Like To Check The Invoices,Invoice,Check_Invoice
BI,Can You Help Me To Check The Invoice From April?,Invoice,Check_Invoice
BMP,I Would Like To Check The Invoice From 4 Purchases Ago,Invoice,Check_Invoice
BM,I Want Help To Find The Invoices From 1 Months Ago,Invoice,Check_Invoice
BIMP,Will You Show Me The Invoices From Last Month?,Invoice,Check_Invoice
B,I Have To Find The Invoice From My Last Purchase,Invoice,Check_Invoice
BIP,Where Could I Check The Invoice From My Last Purchase?,Invoice,Check_Invoice
BK,Check Invoice From September,Invoice,Check_Invoice
BKM,Checking Invoices From Three Months Ago,Invoice,Check_Invoice
BE,I Do Not Know How To Take A Quick Look At The Invoice,Invoice,Check_Invoice
BKM,Check Invoices From Last Purchase,Invoice,Check_Invoice
BM,Check The Invoice From 9 Months Ago,Invoice,Check_Invoice
B,I Need Help Checking The Invoice From Last Month,Invoice,Check_Invoice
B,I Don'T Know What To Do To Check The Invoice,Invoice,Check_Invoice
BM,I Need Help Finding The Invoices From February,Invoice,Check_Invoice
BI,Where Can I Take A Quick Look At The Invoice From February?,Invoice,Check_Invoice
BIP,Would It Be Possible To Check The Invoice?,Invoice,Check_Invoice
BEM,I Do Not Know How I Can Check The Invoices,Invoice,Check_Invoice
BIM,What Do I Have To Do To Find The Invoices From 8 Months Ago?,Invoice,Check_Invoice
BE,I Do Not Know What To Do To Find The Invoice,Invoice,Check_Invoice
B,Help Finding My Invoice,Invoice,Check_Invoice
BE,I Do Not Know What I Need To Do To Check The Invoice,Invoice,Check_Invoice
BM,Help Me To Check The Invoices From Last Month,Invoice,Check_Invoice
BM,I Want Help Taking A Quick Look At My Invoices,Invoice,Check_Invoice
B,I Have To Take A Quick Look At The Invoice From Last Month,Invoice,Check_Invoice
BEM,I Cannot Find The Invoices,Invoice,Check_Invoice
BI,Is It Possible To Check The Invoice?,Invoice,Check_Invoice
BIM,Can You Help Me Taking A Quick Look At My Invoices?,Invoice,Check_Invoice
BM,I Don'T Know How To Check The Invoices,Invoice,Check_Invoice
BIMP,Could I Take A Quick Look At The Invoices From Last Month?,Invoice,Check_Invoice
BI,What Do I Need To Do To Check The Invoice From Last Month?,Invoice,Check_Invoice
B,Help Me Checking The Invoice From My Last Purchase,Invoice,Check_Invoice
BIMP,Where Could I Check My Invoices?,Invoice,Check_Invoice
B,Help Me Check The Invoice From Last Month,Invoice,Check_Invoice
BMP,I Don'T Know How I Could Take A Quick Look At The Invoices,Invoice,Check_Invoice
BIM,What Do I Have To Do To Check The Invoices From Last Month?,Invoice,Check_Invoice
B,I Need Assistance Checking The Invoice From Last Month,Invoice,Check_Invoice
BM,I Need Help To Find The Invoices,Invoice,Check_Invoice
BM,I Need Help Checking My Invoices,Invoice,Check_Invoice
BI,Where To Check The Invoice?,Invoice,Check_Invoice
BIMP,Could You Help Me To Check The Invoices?,Invoice,Check_Invoice
BI,Is It Possible To Check My Invoice?,Invoice,Check_Invoice
BIM,How To Check My Invoices?,Invoice,Check_Invoice
BIM,Can You Help Me Check The Invoices From 9 Months Ago?,Invoice,Check_Invoice
BM,Help To Find The Invoices From October,Invoice,Check_Invoice
B,I Can'T Find The Invoice From Last Month,Invoice,Check_Invoice
BM,I Need To Find The Invoices From 8 Months Ago,Invoice,Check_Invoice
BI,How Can I Take A Quick Look At The Invoice From August?,Invoice,Check_Invoice
BI,Can I Take A Quick Look At My Invoice?,Invoice,Check_Invoice
B,Find The Invoice From Last Month,Invoice,Check_Invoice
BIP,Could You Help Me Check The Invoice From Last Month?,Invoice,Check_Invoice
BIMP,Could You Help Me Checking The Invoices From 1 Months Ago?,Invoice,Check_Invoice
BIMP,Could I Take A Quick Look At The Invoices?,Invoice,Check_Invoice
B,Assistance Finding The Invoice From My Last Purchase,Invoice,Check_Invoice
BEM,I Do Not Know How To Check The Invoices From August,Invoice,Check_Invoice
BM,I Don'T Know How To Find The Invoices From My Last Purchase,Invoice,Check_Invoice
BIMP,Could I Check My Invoices?,Invoice,Check_Invoice
BIMP,Where Could I Find The Invoices From Three Months Ago?,Invoice,Check_Invoice
BM,I Want Help To Find The Invoice From 5 Purchases Ago,Invoice,Check_Invoice
BM,I Want Assistance Finding The Invoice From 1 Months Ago,Invoice,Check_Invoice
B,I Want Assistance To Find The Invoice From My Last Purchase,Invoice,Check_Invoice
B,I Want Assistance To Find The Invoice From March,Invoice,Check_Invoice
B,Assistance To Take A Quick Look At The Invoice From July,Invoice,Check_Invoice
BKM,Check Invoice From Four Months Ago,Invoice,Check_Invoice
BKM,Check Invoices From 2 Months Ago,Invoice,Check_Invoice
BM,Take A Quick Look At The Invoices From Six Months Ago,Invoice,Check_Invoice
BM,I Need To Check The Invoices From Six Months Ago,Invoice,Check_Invoice
BE,I Cannot Find The Invoice From February,Invoice,Check_Invoice
B,I Need To Check The Invoice From February,Invoice,Check_Invoice
BIM,Can You Help Me Check The Invoices From Five Purchases Ago?,Invoice,Check_Invoice
BM,Assistance To Check The Invoices From Last Month,Invoice,Check_Invoice
BIP,Could I Check The Invoice From My Last Purchase?,Invoice,Check_Invoice
BM,Assistance To Check The Invoice From 5 Purchases Ago,Invoice,Check_Invoice
BIP,Could I Take A Quick Look At The Invoice From Last Month?,Invoice,Check_Invoice
BM,I Don'T Know How To Find The Invoices From Last Month,Invoice,Check_Invoice
BI,How Can I Check My Invoice?,Invoice,Check_Invoice
BI,Is It Possible To Check The Invoice From My Last Purchase?,Invoice,Check_Invoice
BM,I Want Help To Find The Invoices From Last Month,Invoice,Check_Invoice
B,I Want Help To Find The Invoice From September,Invoice,Check_Invoice
BI,How Do I Take A Quick Look At The Invoice?,Invoice,Check_Invoice
BIP,Could You Help Me Finding The Invoice From October?,Invoice,Check_Invoice
BM,I Need Assistance To Check My Invoices,Invoice,Check_Invoice
BIP,Could You Help Me To Take A Quick Look At My Invoice?,Invoice,Check_Invoice
BKM,Checking Invoice From 3 Purchases Ago,Invoice,Check_Invoice
B,I Need Help Checking The Invoice From December,Invoice,Check_Invoice
BM,Find The Invoice From 7 Months Ago,Invoice,Check_Invoice
BIP,Could You Help Me Finding The Invoice?,Invoice,Check_Invoice
BE,I Cannot Find The Invoice From Last Month,Invoice,Check_Invoice
BKM,Check Invoices,Invoice,Check_Invoice
B,Help Me Check The Invoice From June,Invoice,Check_Invoice
BIM,What Do I Need To Do To Find The Invoices From February?,Invoice,Check_Invoice
BM,Assistance To Find The Invoices From January,Invoice,Check_Invoice
BM,Help To Check The Invoices From 8 Months Ago,Invoice,Check_Invoice
BEM,I Do Not Know How To Find The Invoices,Invoice,Check_Invoice
BIP,Will You Show Me The Invoice From Last Month?,Invoice,Check_Invoice
BIM,Where Can I Find The Invoices From 5 Purchases Ago?,Invoice,Check_Invoice
B,Assistance To Take A Quick Look At My Invoice,Invoice,Check_Invoice
BIMP,Would It Be Possible To Find The Invoices From Last Month?,Invoice,Check_Invoice
B,I Need Assistance Checking The Invoice From My Last Purchase,Invoice,Check_Invoice
BEM,I Cannot Find The Invoice From 11 Months Ago,Invoice,Check_Invoice
BIM,How To Take A Quick Look At The Invoice From 2 Months Ago?,Invoice,Check_Invoice
B,I Want Assistance Finding My Invoice,Invoice,Check_Invoice
BEM,I Do Not Know How To Take A Quick Look At My Invoices,Invoice,Check_Invoice
BM,Help Finding The Invoices From My Last Purchase,Invoice,Check_Invoice
BIMP,Could You Help Me Finding The Invoices From Last Month?,Invoice,Check_Invoice
BMP,I Would Like To Find The Invoices From Three Months Ago,Invoice,Check_Invoice
BM,I Want To Take A Quick Look At My Invoices,Invoice,Check_Invoice
BEM,I Cannot Find The Invoice From 3 Purchases Ago,Invoice,Check_Invoice
BM,I Want Assistance Checking The Invoices,Invoice,Check_Invoice
BIM,How Do I Check The Invoices From August?,Invoice,Check_Invoice
BM,I Need To Take A Quick Look At The Invoice From 6 Months Ago,Invoice,Check_Invoice
BIMP,Could You Help Me Finding The Invoices?,Invoice,Check_Invoice
BE,I Do Not Know What I Have To Do To Find The Invoice,Invoice,Check_Invoice
BM,Assistance Finding The Invoices,Invoice,Check_Invoice
BM,I Want Assistance Finding The Invoices From 7 Months Ago,Invoice,Check_Invoice
B,I Need To Find The Invoice From December,Invoice,Check_Invoice
B,I Don'T Know What I Need To Do To Check The Invoice,Invoice,Check_Invoice
BIM,How To Take A Quick Look At The Invoices?,Invoice,Check_Invoice
BM,I Want Help To Check The Invoices From 6 Months Ago,Invoice,Check_Invoice
